Comparison,AuC_mean,AuC_std,NSS_mean,NSS_std,SIM_mean,SIM_std,CC_mean,CC_std,KLDiv_mean,KLDiv_std,InfoGain_mean,InfoGain_std,n_valid
tsa_art,0.5641979217771766,0.0729176770693071,0.680528733149441,1.1407481781020268,0.08114032701647288,0.09017696621452065,0.09215452685505118,0.12877567208665236,19.854879949636434,3.718805026677421,-36.624420446508815,6.61425050791466,30
tsa_typ,0.5830241604005854,0.075625294467845,0.8881468354694929,1.2801521428353035,0.08518586897611892,0.08880535356870548,0.0999362718784715,0.1333547948093086,19.302037442178406,3.6116787936772052,-34.973356796094485,6.549044362500867,30
typ_art,0.7118229639344453,0.09221964387242239,2.229490720449204,1.4551620021664138,0.18774035919278312,0.07410616472167046,0.2330865377969484,0.12125735960517164,13.754642875705887,3.3425108358327877,-24.052055744635556,7.098175547459041,30
art_tsa,0.6171030820661717,0.1389967401022393,0.7983133015330297,1.3305231690258075,0.08114032701647288,0.09017696621452065,0.09215452685505118,0.12877567208665236,18.948393727434254,5.683843194827746,-33.38442120134625,11.85469864177344,30
typ_tsa,0.6180865390295595,0.13169329828571602,1.1748814017433589,1.9696247228207215,0.08518586897611892,0.08880535356870548,0.0999362718784715,0.1333547948093086,18.830187681381652,5.443624380099577,-33.35009599277349,11.550446924510553,30
